cell_id,CD3D,CD3E,TRAC,IL7R,CCR7,GZMB,NKG7,PDCD1,LAG3,MS4A1,CD79A,CD79B,BANK1,MZB1,XBP1,JCHAIN,LYZ,LST1,S100A8,S100A9,FCN1,IL1B,TNF,MKI67,TOP2A,STMN1,ACTB,GAPDH,RPLP0,B2M,MALAT1
Cell_0798,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,5,4,8,7,0,9,4,1,0,0,1,2,1,4,0
Cell_0799,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,7,4,6,0,7,6,0,0,0,0,1,1,4,2
Cell_0800,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,6,3,4,9,0,7,3,1,0,1,4,2,2,1,0
Cell_0801,2,0,2,0,0,0,1,0,0,1,0,0,1,1,0,0,6,5,5,11,0,10,5,1,0,2,4,2,2,4,0
Cell_0802,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,4,5,0,4,7,0,0,0,1,0,3,0,1
Cell_0803,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,3,8,7,0,0,3,0,0,0,0,1,1,1,0
Cell_0804,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,9,6,5,5,0,5,3,0,0,0,3,0,1,3,0
Cell_0805,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1,0,3,2,2,2,0,2,6,0,0,2,4,2,0,0,1
Cell_0806,0,0,1,0,0,0,0,0,0,2,0,0,1,0,1,0,5,4,2,5,0,4,6,0,0,1,2,4,0,2,3
Cell_0807,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,7,3,6,5,0,3,9,0,0,0,1,1,1,0,5
Cell_0808,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,4,10,3,4,0,6,12,2,0,0,2,3,0,1,1
Cell_0809,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,6,4,5,8,1,4,4,1,0,0,2,1,0,0,1
Cell_0810,0,0,2,0,0,2,0,0,0,2,0,0,0,2,0,0,4,9,4,7,0,4,9,2,0,0,3,3,3,4,4
Cell_0811,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,3,2,7,0,6,2,1,1,0,2,3,3,0,0
Cell_0812,1,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,10,3,9,8,0,5,9,0,0,0,3,3,1,5,1
Cell_0813,1,0,1,1,0,0,0,0,0,2,0,0,0,2,0,0,3,2,9,6,0,7,3,2,0,1,0,4,2,2,2
Cell_0814,0,0,4,2,0,0,1,1,0,1,1,0,0,4,1,0,9,11,6,9,0,11,8,5,0,0,2,1,1,1,5
Cell_0815,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,7,7,10,17,0,5,13,3,0,0,1,1,4,1,2
Cell_0816,1,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,8,9,6,8,0,7,15,1,0,1,2,1,2,2,3
Cell_0817,0,1,2,1,0,1,0,0,0,4,0,0,0,3,0,1,4,7,7,13,0,7,10,0,0,2,5,2,3,3,4
Cell_0818,4,0,3,0,0,1,0,0,0,3,0,0,0,3,3,0,7,9,3,5,1,5,5,1,0,0,4,4,1,2,2
Cell_0819,0,0,1,0,0,1,0,0,1,0,1,0,0,2,1,0,6,4,6,2,0,3,2,3,0,0,1,0,2,2,2
Cell_0820,0,0,2,0,1,1,0,1,0,2,0,0,0,0,3,0,11,9,9,9,0,8,14,1,0,1,4,4,1,5,1
Cell_0821,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,7,4,10,3,0,5,8,3,0,2,2,1,2,0,4
Cell_0822,0,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,5,11,8,12,0,8,6,1,1,1,1,1,2,2,0
Cell_0823,1,0,1,0,0,0,0,0,0,2,0,0,1,2,0,0,7,6,9,6,0,8,10,1,0,1,2,1,2,2,1
Cell_0824,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,6,5,9,3,0,6,7,2,0,0,0,3,2,1,1
Cell_0825,0,0,1,2,0,0,1,0,0,0,1,0,0,1,0,0,7,6,1,4,0,5,6,2,0,0,1,0,2,2,3
Cell_0826,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,6,3,6,3,0,2,4,1,0,0,1,2,4,0,1
Cell_0827,0,0,0,1,0,1,0,0,0,3,0,1,1,0,0,0,4,3,6,2,0,4,2,0,0,0,2,1,2,1,0
Cell_0828,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,3,2,8,0,5,7,0,0,0,1,5,1,0,0
Cell_0829,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,4,1,2,5,0,4,1,0,0,0,0,1,0,2,1
Cell_0830,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,2,5,5,0,3,5,2,0,1,1,0,1,0,1
Cell_0831,1,0,1,1,0,0,0,0,0,1,0,0,1,4,0,0,4,15,7,5,0,6,7,1,0,1,4,2,3,1,0
Cell_0832,1,0,2,0,2,0,0,0,0,0,0,0,0,4,0,0,6,4,6,7,0,2,9,0,0,0,0,2,1,2,3
Cell_0833,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,6,1,7,0,4,8,2,0,1,1,1,1,1,1
Cell_0834,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,7,9,0,9,4,1,1,2,5,6,5,4,1
Cell_0835,0,1,2,0,0,0,2,1,0,1,0,0,0,1,1,1,1,9,5,4,0,2,6,0,0,0,3,2,0,5,1
Cell_0836,1,0,1,1,0,0,2,0,0,3,0,0,0,0,2,0,3,4,6,2,0,1,3,1,0,2,1,2,2,3,1
Cell_0837,3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,5,11,7,0,5,4,2,0,0,0,4,6,2,1
Cell_0838,0,0,3,0,0,0,0,0,0,1,0,1,0,3,1,0,7,3,4,10,0,7,10,2,0,1,1,1,3,0,0
Cell_0839,3,0,2,1,0,1,0,0,1,0,0,0,0,1,0,0,8,8,6,9,0,13,4,1,0,0,3,3,2,2,1
Cell_0840,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,2,8,6,6,0,4,6,0,0,0,2,2,2,3,0
Cell_0841,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,6,5,6,0,3,4,1,1,3,1,0,1,1,1
Cell_0842,0,0,1,1,0,0,0,0,0,3,1,0,0,3,2,0,7,14,7,8,0,4,7,1,1,2,3,4,2,2,5
Cell_0843,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,7,9,5,0,6,5,2,0,0,2,3,3,1,4
Cell_0844,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,4,4,5,8,0,4,3,2,0,0,0,1,0,4,0
Cell_0845,0,1,1,1,0,1,0,0,0,2,0,0,0,1,0,0,3,2,9,8,0,5,6,2,0,0,7,2,0,3,2
Cell_0846,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,4,4,3,0,1,4,2,0,0,2,4,2,1,0
Cell_0847,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,6,4,2,0,4,2,1,0,0,0,1,0,1,1
Cell_0848,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3,4,3,6,0,6,5,1,0,1,1,4,2,1,0
Cell_0849,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,5,2,5,6,0,2,5,1,0,0,1,4,2,1,0
Cell_0850,0,0,3,0,0,0,0,0,1,1,1,0,1,1,1,0,2,9,5,11,0,5,2,0,0,0,1,3,3,1,4
Cell_0851,0,0,0,1,0,0,1,0,0,2,0,0,2,1,0,0,3,4,8,7,0,6,5,3,0,2,1,2,0,0,0
Cell_0852,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,6,5,2,3,0,8,4,0,1,0,1,3,0,2,2
Cell_0853,0,1,2,0,0,0,0,0,0,3,0,0,0,0,2,0,8,9,7,3,0,11,8,0,0,1,0,8,4,7,0
Cell_0854,0,1,2,1,0,2,1,0,0,0,0,1,0,5,0,0,1,5,3,3,0,4,0,1,0,0,2,2,3,1,1
Cell_0855,1,1,1,2,0,0,0,0,1,0,0,0,0,0,1,0,10,9,10,8,0,8,6,1,0,1,4,1,1,1,1
Cell_0856,0,0,2,0,0,1,1,0,0,1,0,2,0,0,1,0,1,7,6,11,0,6,5,1,0,1,2,2,1,3,0
Cell_0857,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,9,4,9,2,0,4,4,0,0,2,2,1,1,0,4
Cell_0858,1,2,1,0,0,1,0,0,0,1,0,0,1,3,1,0,6,9,8,7,0,4,10,2,0,0,1,1,3,2,3
Cell_0859,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,4,6,8,5,0,4,7,0,0,0,2,1,1,4,0
Cell_0860,0,2,1,1,0,0,1,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,1,0
Cell_0861,0,3,4,4,1,1,1,0,1,1,5,4,1,5,7,3,1,0,2,0,0,0,0,0,0,0,3,3,1,2,2
Cell_0862,2,1,3,0,0,3,2,0,0,0,0,1,0,0,0,0,1,3,3,2,2,0,0,6,1,2,1,0,3,0,3
Cell_0863,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,1,3,0,3,1,0,1,0,0,0,3,2,1,0,0
Cell_0864,0,1,1,1,0,1,1,0,0,0,6,3,2,5,3,3,0,6,2,4,1,2,4,1,0,0,8,0,1,3,0
Cell_0865,0,5,0,3,6,0,0,1,0,0,2,5,0,0,2,8,0,0,0,0,2,0,1,0,0,0,2,1,1,2,2
Cell_0866,0,0,0,1,0,0,2,1,1,2,5,4,1,0,0,0,4,3,6,2,3,0,0,0,0,0,1,2,1,0,2
Cell_0867,4,3,4,0,0,4,4,0,0,2,4,4,1,0,0,1,0,0,0,0,1,0,2,1,1,3,2,2,0,2,1
Cell_0868,8,9,10,0,1,4,1,5,6,1,1,0,0,1,1,0,0,0,0,0,0,0,2,5,5,1,3,1,4,2,0
Cell_0869,5,0,3,4,6,1,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,4
Cell_0870,3,3,5,3,1,0,0,1,2,4,4,2,9,0,0,0,0,1,0,2,1,0,0,0,1,0,1,3,2,0,2
Cell_0871,0,0,0,0,0,0,1,0,1,3,10,6,5,5,3,4,1,0,0,0,0,0,0,1,0,0,4,1,1,3,3
Cell_0872,4,5,4,0,0,3,1,0,0,0,5,2,1,3,5,2,0,0,0,0,0,0,1,5,0,1,0,4,1,6,2
Cell_0873,3,4,5,0,1,5,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1
Cell_0874,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,3,3,3,6,0,0,0,3,3,2,0,0,3,3,0
Cell_0875,1,7,9,2,1,7,2,0,0,0,1,0,0,0,1,1,2,4,4,0,0,1,1,2,5,1,1,1,1,1,2
Cell_0876,1,1,1,0,0,4,0,3,1,0,2,0,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,1
Cell_0877,1,3,4,0,2,0,0,1,0,0,4,5,0,5,2,2,0,0,1,0,0,1,1,2,0,0,3,0,3,2,3
Cell_0878,7,2,8,2,0,2,2,4,4,0,0,0,0,0,1,0,4,3,7,3,1,0,1,1,1,0,1,4,2,4,3
Cell_0879,0,0,0,0,0,0,1,1,0,0,8,5,3,7,6,14,11,11,7,8,4,1,0,1,1,0,5,6,5,1,2
Cell_0880,2,0,0,1,0,0,1,0,0,0,7,11,1,1,2,6,9,3,10,5,3,0,0,0,1,0,4,6,4,2,5
Cell_0881,6,9,3,2,0,2,2,3,4,1,0,1,0,0,0,1,5,4,4,3,5,0,1,0,1,0,2,4,3,2,1
Cell_0882,2,4,4,1,0,6,0,4,1,0,0,0,0,0,0,0,3,3,1,1,4,0,0,0,1,1,2,5,2,1,2
Cell_0883,0,2,6,0,0,2,0,0,0,1,1,0,0,0,1,0,2,0,0,1,0,0,2,2,1,2,1,0,3,0,1
Cell_0884,3,3,5,0,0,1,9,0,0,0,1,2,2,3,5,2,0,0,2,0,0,0,1,4,2,2,4,3,4,2,3
Cell_0885,5,6,1,1,0,4,1,5,4,0,1,0,0,0,1,0,9,2,3,4,2,0,2,0,1,0,4,2,3,3,5
Cell_0886,4,2,2,1,0,0,0,4,1,0,0,0,0,0,1,0,5,6,3,5,3,0,0,0,0,0,1,1,4,3,4
Cell_0887,2,2,0,1,0,5,0,9,0,1,0,1,0,1,0,0,2,1,5,3,3,0,0,0,1,0,3,0,4,3,1
Cell_0888,2,1,2,0,1,2,2,1,0,0,0,0,0,1,1,0,4,2,1,3,0,0,0,0,1,2,0,1,3,3,0
Cell_0889,5,5,3,5,6,0,0,0,0,3,3,2,3,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,1,1,2
Cell_0890,2,4,3,5,2,0,1,3,0,0,7,2,2,5,10,6,1,1,2,1,0,0,0,1,1,1,1,3,1,6,9
Cell_0891,6,3,5,0,1,7,0,5,2,0,3,2,1,5,3,4,1,1,1,0,0,2,0,0,1,0,0,5,3,1,4
Cell_0892,0,4,1,0,0,2,2,0,0,0,10,4,1,4,2,1,1,1,0,0,0,1,0,3,4,0,2,3,2,2,2
Cell_0893,3,3,4,3,4,0,0,2,0,1,2,0,0,4,2,2,1,0,0,0,1,0,0,0,0,0,1,3,3,0,2
Cell_0894,1,0,1,1,0,0,2,0,2,6,4,5,4,4,0,0,4,6,5,4,1,2,2,2,0,0,3,2,2,2,2
Cell_0895,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,3,2,5,6,0,2,3,0,0,2,2,3,4,4,2
Cell_0896,1,3,2,0,0,2,1,0,0,0,5,1,2,4,3,4,0,0,1,0,0,1,0,0,0,6,0,4,0,4,2
Cell_0897,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,2,1,0,3,3,0,2,0,0,0,0,2,1,0,1,2
Cell_0898,1,0,0,2,0,0,0,1,0,0,6,2,1,6,3,5,2,3,6,5,5,0,0,0,0,0,3,2,1,4,2
Cell_0899,1,4,3,0,0,4,1,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,1,0,1,2,1
Cell_0900,4,2,1,3,0,4,2,1,0,0,1,1,0,1,1,0,5,5,5,4,5,0,0,3,4,7,6,10,13,3,3
Cell_0901,1,5,4,1,3,1,3,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,2,2,0,0
Cell_0902,3,6,5,0,0,2,5,0,0,0,0,0,0,2,0,0,1,5,3,1,0,1,1,3,2,2,6,3,0,0,2
Cell_0903,0,0,0,0,0,0,0,0,1,0,2,2,1,3,1,1,1,2,3,7,0,0,2,0,0,0,1,2,0,1,2
Cell_0904,0,0,1,0,0,0,0,0,0,4,0,3,2,0,0,0,1,3,4,9,1,2,2,1,0,0,3,3,2,1,2
Cell_0905,1,4,1,3,1,0,0,1,0,1,0,0,0,0,0,0,0,2,3,3,4,0,1,1,1,0,0,0,2,0,0
Cell_0906,1,1,2,1,0,1,0,0,1,2,0,0,0,0,0,1,4,5,3,4,0,2,1,1,0,0,0,2,1,3,1
Cell_0907,3,0,2,0,0,2,3,1,1,2,2,8,0,3,4,2,0,0,0,0,1,0,0,4,0,3,3,3,1,2,3
Cell_0908,5,1,4,0,1,3,0,4,1,0,2,3,1,0,6,0,0,0,0,0,0,0,0,1,2,0,0,0,2,3,1
Cell_0909,0,0,0,0,0,0,1,0,0,1,7,6,3,1,3,4,0,0,0,1,1,1,0,0,0,0,0,4,3,2,3
Cell_0910,3,1,2,6,0,0,0,1,0,1,0,0,0,1,1,0,0,2,2,3,0,0,1,0,0,0,1,0,0,1,1
Cell_0911,1,0,2,1,2,1,2,0,0,0,0,0,0,0,0,0,2,3,3,0,5,0,0,0,3,2,2,1,1,3,2
Cell_0912,8,1,5,0,0,6,0,4,5,4,3,3,2,0,1,1,0,0,0,0,0,1,0,0,1,0,2,2,3,2,2
Cell_0913,3,3,9,5,3,1,1,3,5,1,0,1,2,1,1,0,0,1,0,0,1,0,1,1,0,0,2,3,3,3,2
Cell_0914,6,2,5,0,0,2,3,1,0,1,0,1,1,0,1,1,8,3,5,9,0,0,2,3,0,4,2,4,1,3,2
Cell_0915,4,0,2,3,6,0,2,3,0,0,1,1,0,0,1,0,2,3,4,2,4,0,1,0,1,0,2,3,3,1,0
Cell_0916,1,2,4,0,0,1,0,0,3,0,0,1,0,0,1,0,2,2,0,1,2,0,0,0,0,0,0,1,2,0,1
Cell_0917,1,5,4,3,4,0,0,2,0,5,2,4,7,0,2,0,2,0,0,0,0,0,0,0,0,1,1,1,0,2,5
Cell_0918,2,4,5,2,3,1,1,3,0,2,0,0,0,0,0,0,5,1,5,6,0,5,6,0,0,0,3,2,4,3,3
Cell_0919,4,6,3,1,1,3,0,2,2,1,0,0,0,0,0,0,0,4,3,4,0,3,4,1,0,0,0,1,2,2,2
